,8,9,10,11,12,13,14,15,16,17,18,19,Average Hourly
Monday,72.2,84.8,91.8,90.9,94.4,89.1,86.6,95.0,90.6,88.6,85.0,85.2,87.85
Tuesday,71.2,80.7,88.1,90.9,92.6,91.3,91.5,88.9,88.0,91.8,89.4,89.8,87.85
Wednesday,71.9,86.5,89.1,94.4,90.7,89.2,92.5,92.9,93.5,89.7,88.4,85.6,88.7
Thursday,73.3,87.2,92.0,89.0,91.5,90.9,92.6,90.6,88.1,85.4,85.9,85.0,87.625
Friday,75.4,77.9,91.4,91.7,93.3,90.9,90.9,92.5,89.6,88.8,86.4,87.4,88.0166666667
Saturday,62.6,69.7,68.6,79.2,82.4,83.9,87.9,87.0,82.4,87.3,91.7,90.6,81.1083333333
Average Hourly,71.1,81.1333333333,86.8333333333,89.35,90.8166666667,89.2166666667,90.3333333333,91.15,88.7,88.6,87.8,87.2666666667,
