,mixture,mixture_dist,area,area_dist,dist,k_3,k_5,k_10
Moran I Over All Days and Times,0.303000333164,0.293816443779,0.0369464926156,0.0382426246115,-0.00237335858735,0.0662280868021,0.0471931985243,0.0305782809857
Significant One Sided P Value Percentage Average Over All Days And Times,100.0,100.0,85.5308333333,83.8744444444,5.26986111111,28.6679166667,25.4422222222,25.1916666667
Significant Two Sided P Value Percentage Average Over All Days And Times,100.0,100.0,82.7590277778,80.4068055556,4.40513888889,20.9425,20.3345833333,18.4044444444
