,mixture,mixture_dist,area,area_dist,dist,k_3,k_5,k_10
Moran I Over All Days and Times,0.294217537782,0.287760800457,0.0362467420474,0.038165638268,-0.0029997572329,0.0163919818052,0.00555356151924,0.00198211388357
Significant One Sided P Value Percentage Average Over All Days And Times,98.8633333333,98.8633333333,90.5713333333,90.463,1.5715,2.56633333333,1.938,2.84
Significant Two Sided P Value Percentage Average Over All Days And Times,98.8633333333,98.8633333333,89.3928333333,89.2451666667,1.3045,1.78666666667,1.1765,1.56233333333
