,8,9,10,11,12,13,14,15,16,17,18,19,Average Hourly
Monday,70.4,82.3,88.2,91.2,90.4,88.6,87.2,87.0,87.1,86.5,85.9,85.9,85.8916666667
Tuesday,70.5,81.4,89.6,91.0,89.0,90.9,89.0,86.6,84.4,85.6,88.0,85.9,85.9916666667
Wednesday,76.1,85.8,90.7,91.4,90.5,89.9,87.8,86.9,86.2,88.3,86.5,87.5,87.3
Thursday,72.0,85.5,89.3,91.5,88.0,90.1,90.1,89.5,87.3,88.1,88.2,86.8,87.2
Friday,76.8,87.0,89.0,89.7,89.0,88.4,89.2,89.1,85.8,86.5,86.5,85.2,86.85
Saturday,66.7,75.8,78.0,86.2,85.3,83.4,86.3,86.6,86.2,85.4,85.0,84.6,82.4583333333
Average Hourly,72.0833333333,82.9666666667,87.4666666667,90.1666666667,88.7,88.55,88.2666666667,87.6166666667,86.1666666667,86.7333333333,86.6833333333,85.9833333333,
