Wednesday 5:00 PM,0.0,1.47147452442e-110,0.0,4.76164573933e-271,5.43936818725e-294,3.23970076485e-310,0.0,0.0,4.64286028026e-264,0.0,0.0,3.63224527701628e-309,0.0
Wednesday 6:00 PM,4.69176055894e-276,5.03733286115e-276,0.0,0.0,0.0,2.93868854365e-189,6.41517667056e-168,0.0,6.07830542174e-179,0.0,8.30136630902e-146,6.012237103613284e-262,0.0
Wednesday 7:00 PM,0.0,0.0,0.0,0.0,0.0,0.0,1.48636759743e-232,0.0,0.0,0.0,0.0,0.0,0.0
Thursday 8:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thursday 9:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thursday 10:00 AM,0.0,0.0,0.0,1.63135301018e-144,0.0,0.0,0.0,0.0,1.01918287845e-263,0.0,0.0,0.0,
Thursday 11:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09989716523e-38,0.0,0.0,0.0,
Thursday 12:00 PM,0.0,0.0,0.0,0.0,0.0,3.88102105079e-42,9.18655561246e-226,0.0,8.84428099992e-100,0.0,0.0,0.0,
Thursday 1:00 PM,5.65092954542e-302,0.0,0.0,0.0,0.0,1.11038727561e-108,0.0,0.0,1.09759901305e-124,0.0,0.0,2.117888219910539e-226,
Thursday 2:00 PM,5.18087665247e-270,0.0,0.0,0.0,2.71832801571e-177,0.0,0.0,0.0,6.25470425848e-51,1.06083955316e-161,5.52372558336e-22,0.0,
Thursday 3:00 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98005570613e-90,0.0,0.0,1.0169672338538725e-102,
Thursday 4:00 PM,0.0,0.0,0.0,0.0,3.53747174309e-60,0.0,0.0,1.8588424464e-200,6.14875580102e-189,1.53650306046e-289,1.55796270475e-90,4.071159893325768e-233,
Thursday 5:00 PM,1.11001125246e-108,0.0,1.09399344884e-141,3.1027858315e-290,0.0,1.5110507234e-230,8.66182045727e-278,0.0,1.87253944189e-177,0.0,1.9187003471e-309,1.0417400202482724e-229,
Thursday 6:00 PM,0.0,7.93654445171e-16,7.19454919995e-219,0.0,0.0,1.51798486244e-255,0.0,6.97899057339e-135,6.70499649881e-215,0.0,2.43082370421e-167,2.227843333365085e-37,
Thursday 7:00 PM,0.0,2.51797268207e-221,1.81913840597e-171,0.0,0.0,0.0,0.0,5.79029598695e-216,1.91833977569e-276,0.0,1.71596097296e-130,1.0183210470616245e-291,
Friday 8:00 AM,1.48710352525e-230,0.0,0.0,0.0,1.89856677096e-198,0.0,0.0,0.0,0.0,9.03503601119e-284,1.35865448899e-158,0.0,
Friday 9:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Friday 10:00 AM,0.0,0.0,5.97349661662e-217,1.87606982899e-145,8.94463556531e-148,0.0,5.91446936265e-153,1.10041449064e-177,0.0,0.0,2.55547337298e-268,0.0,
Friday 11:00 AM,0.0,1.19860706535e-28,0.0,7.88300451165e-119,0.0,1.74204070251e-226,0.0,0.0,0.0,0.0,0.0,0.0,
Friday 12:00 PM,0.0,1.78031772046e-82,0.0,5.66089622526e-125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38915644575782e-304,
Friday 1:00 PM,3.43586526806e-48,1.45663226736e-83,1.41312711165e-35,4.57595116642e-190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.995385397422133e-152,
Friday 2:00 PM,0.0,0.0,2.08048818928e-172,0.0,0.0,0.0,0.0,0.0,1.06848329021e-219,0.0,3.62927746236e-30,0.0,
Friday 3:00 PM,6.99773695262e-93,0.0,6.27823017724e-190,5.52066531561e-280,6.33470614371e-229,0.0,0.0,0.0,0.0,0.0,0.0,1.5515790347572516e-109,
Friday 4:00 PM,2.08971884369e-237,2.641083548e-307,4.09423044358e-158,0.0,0.0,0.0,0.0,1.6997179294e-159,3.81627027514e-58,0.0,3.1138292228e-281,0.0,
Friday 5:00 PM,3.44479113947e-238,2.19483319956e-301,4.71532569739e-221,0.0,2.95827134193e-43,4.35372708906e-264,5.6861703198e-184,0.0,2.9966433089e-293,0.0,5.96516140556e-83,4.014067918554291e-161,
Friday 6:00 PM,3.38980076562e-191,0.0,1.10338077934e-188,0.0,0.0,0.0,1.03108200491e-276,3.60246257912e-250,1.16905342565e-158,7.95070872297e-218,7.81186880543e-201,0.0,
Friday 7:00 PM,0.0,3.50377414366e-131,0.0,0.0,0.0,0.0,1.70377137039e-183,0.0,5.20232161461e-179,6.18309508404e-57,5.65511989512e-149,0.0,
Saturday 8:00 AM,0.0227319700758,2.85643355797e-308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
