,mixture,mixture_dist,area,area_dist,dist,k_3,k_5,k_10
Moran I Over All Days and Times,0.284404773114,0.281488713028,0.0381847716848,0.0395692800918,-0.00293380773408,0.0149008462216,0.00423193652049,0.00712422161404
Significant One Sided P Value Percentage Average Over All Days And Times,99.6246666667,99.6246666667,89.752,90.0358333333,0.888,1.18566666667,0.897166666667,2.8735
Significant Two Sided P Value Percentage Average Over All Days And Times,99.6246666667,99.6246666667,88.6256666667,87.7448333333,0.512666666667,0.523333333333,0.3845,1.43116666667
