,8,9,10,11,12,13,14,15,16,17,Average Daily
Monday,70.2,76.5,84.0,84.1,90.2,90.1,87.5,87.8,86.0,85.0,84.14
Tuesday,70.1,76.3,82.7,86.1,85.8,88.3,86.5,88.2,86.3,83.4,83.37
Wednesday,67.8,79.2,86.1,87.4,88.5,89.4,86.8,87.0,83.3,86.9,84.24
Thursday,68.6,78.7,86.2,89.9,89.8,88.8,88.5,86.5,86.7,83.1,84.68
Friday,70.2,78.9,82.6,87.0,89.1,88.1,88.1,86.5,86.2,87.1,84.38
Saturday,59.5,68.1,73.2,78.7,82.3,82.3,85.0,83.4,80.2,81.2,77.39
Average Hourly,67.7333333333,76.2833333333,82.4666666667,85.5333333333,87.6166666667,87.8333333333,87.0666666667,86.5666666667,84.7833333333,84.45,
