,8,9,10,11,12,13,14,15,16,17,18,19,Average Hourly
Monday,68.3,71.8,80.9,80.6,82.7,82.1,83.3,83.5,83.6,81.7,81.7,78.4,79.8833333333
Tuesday,68.7,73.1,78.1,82.3,80.8,82.2,84.4,81.5,80.9,81.1,83.9,81.6,79.8833333333
Wednesday,68.8,74.6,78.5,84.1,81.2,82.3,81.7,82.7,81.6,80.3,81.3,82.3,79.95
Thursday,69.5,75.1,81.5,80.9,82.9,84.3,84.7,83.0,82.7,81.4,85.3,82.1,81.1166666667
Friday,71.2,74.4,81.0,81.9,84.6,83.2,83.9,80.7,83.0,82.9,83.4,81.3,80.9583333333
Saturday,61.4,68.4,73.2,78.8,79.5,82.4,82.3,80.7,79.9,77.3,78.4,79.0,76.775
Average Hourly,67.9833333333,72.9,78.8666666667,81.4333333333,81.95,82.75,83.3833333333,82.0166666667,81.95,80.7833333333,82.3333333333,80.7833333333,
