,8,9,10,11,12,13,14,15,16,17,18,19,Average Hourly
Monday,72.8,80.3,88.5,89.1,90.9,89.0,89.8,87.8,87.8,85.9,84.4,82.2,85.7083333333
Tuesday,69.9,81.8,90.4,87.6,87.7,90.8,90.7,87.0,85.7,87.0,86.3,85.0,85.825
Wednesday,74.2,85.7,88.5,90.9,91.4,89.5,88.6,86.2,87.4,87.4,85.0,87.1,86.825
Thursday,72.1,82.6,89.1,88.9,88.0,89.2,90.3,87.3,83.8,86.9,86.8,87.0,86.0
Friday,72.3,83.5,85.1,84.8,88.8,85.7,90.3,87.1,84.3,88.9,85.3,83.1,84.9333333333
Saturday,56.5,65.8,72.7,75.9,75.7,74.1,77.0,76.0,78.8,81.0,79.2,77.2,74.1583333333
Average Hourly,69.6333333333,79.95,85.7166666667,86.2,87.0833333333,86.3833333333,87.7833333333,85.2333333333,84.6333333333,86.1833333333,84.5,83.6,
