,8,9,10,11,12,13,14,15,16,17,18,19,Average Hourly
Monday,61.7,68.9,72.2,80.7,81.4,71.8,73.4,74.4,67.5,69.0,68.1,66.7,71.3166666667
Tuesday,67.2,75.3,82.8,81.3,83.3,85.0,82.8,81.9,79.5,79.0,80.2,77.3,79.6333333333
Wednesday,68.6,75.3,78.7,84.8,85.9,84.9,82.7,82.1,77.4,82.2,82.2,81.2,80.5
Thursday,67.5,74.0,84.1,83.6,81.3,83.2,84.5,82.4,80.9,79.3,82.7,81.3,80.4
Friday,68.6,75.4,84.5,85.9,86.6,87.1,82.4,83.8,79.5,79.8,79.3,79.4,81.025
Saturday,61.4,71.2,77.6,81.9,81.3,84.0,82.3,81.9,83.5,80.9,82.3,82.1,79.2
Average Hourly,65.8333333333,73.35,79.9833333333,83.0333333333,83.3,82.6666666667,81.35,81.0833333333,78.05,78.3666666667,79.1333333333,78.0,
