PayStationBlockfaceId,ElementKey,ParkingSpaces,PaidParkingArea,ParkingTimeLimitCategory,PeakHourStart1,PeakHourEnd1,PeakHourStart2,PeakHourEnd2,PeakHourStart3,PeakHourEnd3,PaidAreaStartTime,PaidAreaEndTime,EffectiveStartDate,EffectiveEndDate,PaidParkingRate,ParkingCategory,Load,Zone,WeekdayRate1,WeekdayStart1,WeekdayEnd1,WeekdayRate2,WeekdayStart2,WeekdayEnd2,WeekdayRate3,WeekdayStart3,WeekdayEnd3,StartTimeWeekday,EndTimeWeekday,SaturdayRate1,SaturdayStart1,SaturdayEnd1,SaturdayRate2,SaturdayStart2,SaturdayEnd2,SaturdayRate3,SaturdayStart3,SaturdayEnd3,StartTimeSaturday,EndTimeSaturday,  SundayRate1,SundayStart1,SundayEnd1,SundayRate2,SundayStart2,SundayEnd2,SundayRate3,SundayStart3,SundayEnd3,StartTimeSunday,EndTimeSunday
12846,69090,6,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12847,14673,8,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11154,77317,7,NULL,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,02-JUL-17,03-JUL-17,NULL,Restricted Parking Zone,3,2,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL
12848,77317,7,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Restricted Parking Zone,3,2,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12849,48125,7,Pioneer Square,120,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12850,80185,7,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12851,37133,10,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12852,54450,11,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12853,56150,11,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12854,32173,9,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Restricted Parking Zone,2,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12855,65546,5,Pioneer Square,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,Paid Parking,1,1,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12856,77382,7,Pike-Pine,240,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12857,69098,27,Pioneer Square,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12858,48130,0,Pioneer Square,NULL,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,1,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12859,14674,2,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12860,59954,5,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,2,1,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12861,14698,4,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,2,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12862,20833,1,Pioneer Square,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,08-AUG-17,NULL,Paid Parking,1,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12863,59066,0,Pioneer Square,NULL,16:00:00,18:00:00,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,0,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12864,69094,4,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Restricted Parking Zone,2,1,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12865,69281,4,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,2,1,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12866,24569,3,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,2,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12867,43193,4,Pioneer Square,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12868,37181,3,Pike-Pine,120,07:00:00,09:00:00,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12869,55410,0,Pioneer Square,NULL,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,0,2,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12870,55409,0,Pioneer Square,NULL,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,0,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12871,57517,9,Pike-Pine,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12872,71289,7,Ballard,240,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12873,41030,18,Ballard,240,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,Paid Parking,0,1,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12874,59957,7,Pike-Pine,120,07:00:00,09:00:00,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,21-AUG-17,NULL,Paid Parking,0,0,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,2.5,480,659,3,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12875,56241,9,Denny Triangle,240,15:00:00,19:00:00,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,1.5,480,659,2,660,1079,NULL,NULL,NULL,08AM,06PM,1.5,480,659,2,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12876,28946,0,Pioneer Square,NULL,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,0,0,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12877,6166,0,Pioneer Square,NULL,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,0,1,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,2.5,480,659,4,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12878,31302,5,Denny Triangle,240,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,21-AUG-17,NULL,Paid Parking,1,0,1.5,480,659,2,660,1079,NULL,NULL,NULL,08AM,06PM,1.5,480,659,2,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12879,57901,0,University District,NULL,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,0,0,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12880,35241,0,University District,NULL,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,NULL,NULL,No Parking Allowed,0,0,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,1,480,659,1,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12881,77130,7,Denny Triangle,240,NULL,NULL,NULL,NULL,NULL,NULL,08AM,06PM,04-JUL-17,14-AUG-17,NULL,Paid Parking,0,0,1.5,480,659,2,660,1079,NULL,NULL,NULL,08AM,06PM,1.5,480,659,2,660,1079,NULL,NULL,NULL,08AM,06PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12882,36162,47,Westlake Ave N,120,NULL,NULL,NULL,NULL,NULL,NULL,09AM,04PM,04-JUL-17,NULL,NULL,Restricted Parking Zone,2,0,1,540,659,1,660,959,NULL,NULL,NULL,09AM,04PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12883,1282,0,Uptown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,No Parking Allowed,1,3,1.5,480,659,1.5,660,1019,1.5,1020,1199,08AM,08PM,1.5,480,659,1.5,660,1019,1.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12884,7997,3,Denny Triangle,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,21-AUG-17,NULL,Paid Parking,0,0,3.5,480,659,3.5,660,1019,3,1020,1199,08AM,08PM,3.5,480,659,3.5,660,1019,3,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12885,120200,44,Westlake Ave N,120,NULL,NULL,NULL,NULL,NULL,NULL,09AM,04PM,04-JUL-17,NULL,NULL,Restricted Parking Zone,2,0,1,540,659,1,660,959,NULL,NULL,NULL,09AM,04PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12886,58846,18,Westlake Ave N,120,NULL,NULL,NULL,NULL,NULL,NULL,09AM,04PM,04-JUL-17,NULL,NULL,Restricted Parking Zone,2,0,1,540,659,1,660,959,NULL,NULL,NULL,09AM,04PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12887,34837,5,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12888,76045,6,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12889,68914,4,Commercial Core,120,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12890,13185,7,Commercial Core,120,16:00:00,18:00:00,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12891,51478,5,Commercial Core,120,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12892,57382,10,Commercial Core,120,15:00:00,19:00:00,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12893,75777,7,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,2,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12894,76050,4,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12895,81194,9,Commercial Core,120,16:00:00,18:00:00,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12896,7990,4,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,2,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12897,28949,10,Commercial Core,120,16:00:00,18:00:00,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,3,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12898,35417,6,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11205,80021,5,NULL,120,15:00:00,19:00:00,NULL,NULL,NULL,NULL,NULL,NULL,02-JUL-17,03-JUL-17,NULL,Paid Parking,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL
12899,80021,5,Commercial Core,120,15:00:00,19:00:00,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12900,12874,8,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,20-JUL-17,NULL,Paid Parking,0,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12901,35421,5,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12902,58493,6,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12903,75778,3,Commercial Core,120,07:00:00,09:00:00,16:00:00,18:00:00,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12904,35794,4,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12905,58501,3,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12906,35422,7,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12907,68910,3,Commercial Core,120,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,2,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12908,30697,5,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12909,58502,1,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12910,46246,7,Commercial Core,120,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,1,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12911,58081,10,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12912,1014,9,Commercial Core,120,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,1,0,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12913,7989,4,Commercial Core,120,NULL,NULL,NULL,NULL,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,0,3,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12914,46245,8,Commercial Core,120,06:00:00,09:00:00,15:00:00,19:00:00,NULL,NULL,08AM,08PM,04-JUL-17,NULL,NULL,Paid Parking,2,2,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,3.5,480,659,4,660,1019,3.5,1020,1199,08AM,08PM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
