,8,9,10,11,12,13,14,15,16,17,18,19,Average Hourly
Monday,65.3,72.1,74.9,78.4,83.9,80.4,79.0,78.3,79.1,76.9,78.5,75.1,76.825
Tuesday,66.6,71.6,79.9,84.7,80.7,81.0,79.8,79.2,79.1,79.2,79.4,76.8,78.1666666667
Wednesday,67.0,73.3,78.0,80.0,75.9,77.9,79.9,80.5,77.0,77.1,80.0,76.1,76.8916666667
Thursday,64.1,70.9,76.2,80.0,80.5,80.5,79.6,78.1,78.4,80.1,80.8,78.6,77.3166666667
Friday,65.7,69.7,79.4,78.7,78.5,80.4,78.9,78.5,79.9,81.5,79.8,78.3,77.4416666667
Saturday,55.9,58.3,63.7,67.5,70.7,71.2,71.4,68.6,70.0,70.0,69.5,72.1,67.4083333333
Average Hourly,64.1,69.3166666667,75.35,78.2166666667,78.3666666667,78.5666666667,78.1,77.2,77.25,77.4666666667,78.0,76.1666666667,
