Monday 8:00 AM,0.0568718107234,0.0574138722047,0.0419707897798,0.0540475240967,0.0336769337184,0.0608786360303,0.0318999174822,0.0393685626815,0.0433677228622,0.0224086126911,0.0313264945069,0.0211508806676,,
Monday 9:00 AM,0.0182758104883,0.0288839807842,0.0356047317859,0.0333137257363,0.0231110919451,0.0415871390728,0.0356669090067,0.0292483382979,0.0584492052855,0.0449330218263,0.0347217732988,0.0388949932015,,
Monday 10:00 AM,0.0218644452592,0.0486562098201,0.0327390387168,0.0368209947879,0.0141145888666,0.0523616978814,0.065602414344,0.0082032199164,0.0454371266345,0.0433322206561,0.0527700057812,0.0380125811912,,
Monday 11:00 AM,0.0244549206076,0.0634420201925,0.0494975446047,0.0380394135713,0.000195589306685,0.0481191247659,0.0788069985123,0.0157384182124,0.0225512112055,0.0206972765407,0.0463540569019,0.0210946048833,,
Monday 12:00 PM,0.0215581624521,0.0489062210886,0.0410315044071,0.0315120144393,0.00335755417946,0.0333487699714,0.0574694610234,0.0213944475202,0.0265038954153,0.049748020912,0.0626260680851,0.0390739837427,,
Monday 1:00 PM,0.0127056539266,0.0236872243617,0.0202591984224,0.0293659205338,0.0166130370941,0.0294739220143,0.0636179744132,0.0480456581394,0.0465060462221,0.0355188696764,0.0725370824257,0.0469455183896,,
Monday 2:00 PM,0.0110212037442,0.0284666907136,0.0419906207528,0.025547149364,0.0180930281557,0.0287037462204,0.0825797401463,0.0558173023099,0.0709891534969,0.0491365030734,0.0637579969292,0.0677238788654,,
Monday 3:00 PM,0.0248764533277,0.0203286657221,0.0264007254513,0.0082116136056,0.0362465223684,0.0290766029637,0.0739636239912,0.0407938714753,0.0465174574481,0.0455911873466,0.0357782404354,0.0462976399634,,
Monday 4:00 PM,0.02296514104,0.0249333243701,0.0182826276102,-0.00132798126294,0.0289347776795,0.0315115435335,0.0705991456114,0.0446337693164,0.0404517256206,0.0268224758966,0.0203763117464,0.047827195552,,
Monday 5:00 PM,0.0277157765616,0.0101501108328,0.0178413448887,-0.00359610787828,0.0186746886913,0.0248129106954,0.0444261151109,0.0342333814153,0.0446236552916,0.0289631014311,0.0287567383128,0.0374754829003,,
Tuesday 8:00 AM,0.0288532610301,0.047197908609,0.0291092020631,0.0544758033127,0.0281001978391,0.0226941527809,0.0438151574001,0.00541291923155,0.00513027193518,0.0256075373337,0.013284647972,0.0473237617711,0.015326088053415362,
Tuesday 9:00 AM,0.015498343861,0.0160932929055,0.0236585308121,0.025457113989,0.0107452760906,0.0159468921044,0.046760717002,0.00715530964359,-0.00132076550517,0.0308897748436,0.0369836026796,0.0809459188949,0.03772335952243567,
Tuesday 10:00 AM,0.036941976856,0.0456409149522,0.0749549519245,0.0280693305607,0.0327551777018,0.0255851809333,0.09224875932,0.0269316657609,0.0146011695353,0.0555986340587,0.070685773356,0.0981719957726,0.05102298369088917,
Tuesday 11:00 AM,0.0850975958033,0.0410820901152,0.109519134586,0.0347998396659,0.0481652942198,0.0607675595182,0.106692908192,0.0471565217741,0.0305870236794,0.077948326828,0.0852187394798,0.0790830608189,0.050377999860927995,
Tuesday 12:00 PM,0.0556460009607,0.0334285306529,0.0966150519131,0.0493132866737,0.0813565909713,0.0561399186773,0.0831635861994,0.0358956211252,0.0398818950963,0.0920195518899,0.0705301699392,0.109832276096,0.049832543603166315,
Tuesday 1:00 PM,0.0390726396981,0.0315696108463,0.0463659084564,0.0360579941867,0.0754100012483,0.0511856224951,0.0565954588921,0.0372283072,0.0724307595408,0.0872176712151,0.0639387220314,0.121337263019,0.04273186069045256,
Tuesday 2:00 PM,0.0329060028908,0.0409812438252,0.0276306351115,0.0443612226285,0.0467573130371,0.0383915225094,0.0602403199237,0.046969230644,0.0621054666476,0.0914760140155,0.0516711380605,0.132350817271,0.021631099861965285,
Tuesday 3:00 PM,0.0263779440485,0.0460668189333,0.0324505680187,0.0418671101701,0.0262352969696,0.030122334478,0.0515305045495,0.0237288776299,0.0584015697361,0.050995291903,0.0669815067351,0.0999650022635,0.02352232973540015,
Tuesday 4:00 PM,0.0101302915685,0.0437333809791,0.0254119910662,0.0248942675973,0.027070552475,0.0252272864171,0.0445863759488,0.0277190963054,0.0223353480252,0.0321661593725,0.0601418738859,0.0825122194124,0.03582110622462446,
Tuesday 5:00 PM,-0.00292086381011,0.0326871680918,0.0164373839564,0.00911691071144,0.0185248533268,0.00358236627337,0.0215241666964,0.0122104276388,0.0104434490676,0.0173175392855,0.0380785127591,0.056422836031,0.011606815083069218,
Wednesday 8:00 AM,0.0433016569965,0.0474514204174,0.0489661835208,0.0306526782764,0.0400309185831,0.0437928452542,0.0318786379058,0.0464195343926,0.0518191277837,0.00628602836445,0.05922128018,0.0377950226958,0.05185303380891692,0.04045071230544011
Wednesday 9:00 AM,0.0443285127206,0.0323206323572,0.0339667865955,0.0307415626259,0.0253071741064,0.0391569921158,0.0211522294457,0.0321572383089,0.0318496197819,0.00840609875903,0.0324701692287,0.0393573600332,0.08854594211274461,0.059818328741383084
Wednesday 10:00 AM,0.0341646085684,0.0421386948221,0.0461429300805,0.0124657002762,0.0205361749526,0.0262168275525,0.0104075295289,0.015576076024,0.0326790764809,0.0222911701438,0.0198428286158,0.0433300205981,0.05967546027125179,0.03650960859809163
Wednesday 11:00 AM,0.0284876526788,0.03802460914,0.0558519225547,0.0413393672861,0.0483038682613,0.0372334538694,0.0227943786151,0.0347420219851,0.0172002918771,0.0329080957621,0.0500562940524,0.0551596274754,0.07732144346324729,0.04113496280981108
