Monday 8:00 AM,-0.00304601229749,-0.00312679398838,-0.00373741222731,-0.00180676006275,
Monday 9:00 AM,-0.00436560995344,-0.00209704971742,-0.000385395316476,-0.000163842445268,
Monday 10:00 AM,-0.00412804674906,-0.00146319931123,-0.00341973765036,-0.000742689671823,
Monday 11:00 AM,-0.00393451027087,0.000592035061915,-0.00414318877309,-0.00430144526178,
Monday 12:00 PM,-0.00175396552888,0.000286316280254,-0.00430230476849,-0.00325401766799,
Monday 1:00 PM,-0.000910677660581,-0.00223568723968,-0.00359062952557,-0.0031960741585,
Monday 2:00 PM,-0.00162663057265,-0.00249344193202,-0.00284081598257,-0.00383127718209,
Monday 3:00 PM,-0.00232116593044,-0.000958428235635,-0.00271157251773,-0.0037809766359,
Monday 4:00 PM,-0.0016552208564,3.15306598093e-05,0.000759258384504,-0.00460809011973,
Monday 5:00 PM,-0.00161622725113,-0.00225679371499,-0.00176984687725,-0.005156741293,
Monday 6:00 PM,-0.00232195113141,0.000315759751825,-0.00317658243801,-0.00124286434237,
Monday 7:00 PM,0.00477904726147,0.00677133044935,-0.00439758497966,0.00588851382919,
Tuesday 8:00 AM,-0.00527957108819,-0.00432785523326,-0.00428026757202,-0.00325677586809,
Tuesday 9:00 AM,-0.00420274636941,-0.00172495708319,-0.00401669501326,-0.00201154884345,
Tuesday 10:00 AM,-0.00334441804735,-0.000187886393655,-0.000826155801867,-0.00207276819294,
Tuesday 11:00 AM,0.000697765244392,-0.00319348092628,0.0013186959713,-0.00383734578441,
Tuesday 12:00 PM,0.000119236688558,-0.00346781156886,0.00159645332639,-0.00214092232661,
Tuesday 1:00 PM,9.51227297813e-05,-0.00148466110911,-0.00129403492886,-0.00275322786905,
Tuesday 2:00 PM,0.00144351894033,-0.00173750046611,-0.00305882961437,-0.00219772634284,
Tuesday 3:00 PM,0.000447177885947,-0.000190911692188,-0.0022795132475,-3.59529847627e-05,
Tuesday 4:00 PM,-0.000991109580481,-0.000376260252382,-0.00313778352133,-0.00339466342629,
Tuesday 5:00 PM,-0.00118539764724,-0.00124329519494,-0.00296062001625,-0.00219683345182,
Tuesday 6:00 PM,0.000919071848643,-0.00230460929551,-0.00246244815658,1.49419306885e-05,
Tuesday 7:00 PM,0.00369891597034,-0.00136943102241,0.00246617467737,0.000744905557971,
Wednesday 8:00 AM,-0.00389607608353,-0.00257926854498,-0.00044383055232,-0.00463022876539,-0.0021912512407133594
Wednesday 9:00 AM,-0.00167938864345,-0.00171155897193,-0.00146168905599,-0.00130309127508,-0.002577310758600053
Wednesday 10:00 AM,-0.00150302153398,0.00036570536071,-0.000676150874253,-0.00369454320836,-0.004267001874927487
Wednesday 11:00 AM,-0.0022743521788,-0.0025367541816,-0.000632014028756,-0.003809968602,-0.0019387429458419148
Wednesday 12:00 PM,-0.00264224989743,-0.00172947460159,-0.0022430431105,-0.00289494690868,-0.0022940222576382924
Wednesday 1:00 PM,-0.00346138517784,-0.000332640711343,-0.000619413600237,-0.00164642945241,-0.002456715002706134
Wednesday 2:00 PM,-0.00351919943156,-0.00061184570601,0.00122044970278,-0.0030573693893,-0.00045955744821888386
Wednesday 3:00 PM,-0.00379659673897,-0.00370773490386,-0.00079139365362,-0.00102460613762,-0.003465137185869865
Wednesday 4:00 PM,-0.00372677308791,-0.00296201279099,0.00142280432567,0.000457421836846,-0.004044796164143687
Wednesday 5:00 PM,-0.00252202043454,-0.00133656378102,0.00484341437297,-0.00192626805061,-0.002144744404703977
Wednesday 6:00 PM,0.00263161602472,-0.000519365138526,-0.000689116853233,-0.000672846988311,-0.0015523940306682877
Wednesday 7:00 PM,0.00172110867902,0.00381569588867,-0.00139249699251,0.00501644045369,0.003183765300705365
Thursday 8:00 AM,-0.00474779978704,-0.00317551017436,-0.0041022942894,-0.00443176663452,-0.0021435018553509822
Thursday 9:00 AM,-0.00276178350747,-0.00223065443269,-0.00222096805212,-0.00253152322911,-0.0007654146247550172
Thursday 10:00 AM,-0.00225827914931,-0.00217990704986,-0.00162321300804,-0.00398500372669,-0.002484741705469329
Thursday 11:00 AM,-0.00105911227743,-0.000901033685399,-0.00237199614576,-0.00305742622854,0.0002903524728288048
Thursday 12:00 PM,-0.000363322965023,-0.000707082792298,-0.00284822317091,-0.00224899088493,-0.0011616105948866963
Thursday 1:00 PM,-0.00180023177434,-0.0001166450791,-0.000509671999602,-0.000170351297489,-0.002941715308519298
Thursday 2:00 PM,-0.00270150049228,0.00192406066404,0.00121586648044,0.000116574433043,-0.002653036982218308
Thursday 3:00 PM,-0.00411981307392,-0.000529069414675,0.00697150711237,-0.0026461052558,0.0003543512633621967
Thursday 4:00 PM,-0.00305095913701,-0.000414929044322,0.00312939682935,-0.00401634810574,0.004736858379053816
Thursday 5:00 PM,-0.0026096959424,-0.00192671564738,0.00275398654681,-0.0030236794506,0.003818079397376423
Thursday 6:00 PM,0.000609907493329,-0.00138613046886,-0.000881268674394,2.68562904085e-05,-0.004004611955228775
Thursday 7:00 PM,0.00163049205562,-0.000594057936212,-0.0034275988358,0.00781663169256,-0.0036537142829028276
Friday 8:00 AM,-0.00401931198976,-0.00257576773196,-0.00389696335076,-0.00116301030147,
Friday 9:00 AM,-0.00337455899144,-0.00373991825794,-0.00248767337205,0.000510379666087,
Friday 10:00 AM,-0.00312095921833,-0.00276465182038,-0.00357865707362,-0.000627061027535,
Friday 11:00 AM,-0.00241481914862,-0.00209301978632,-0.0038858124002,-0.00102163907374,
Friday 12:00 PM,-0.00269017862424,-0.00262814781799,-0.00349350759131,0.00145426398319,
