,8,9,10,11,12,13,14,15,16,17,18,19,Average Hourly
Monday,71.8,80.5,85.9,87.4,85.0,83.7,86.0,85.4,85.9,83.7,81.3,79.3,82.9916666667
Tuesday,74.2,82.9,89.7,90.3,90.7,90.2,87.9,85.7,86.5,86.3,82.4,83.8,85.8833333333
Wednesday,77.8,85.2,91.0,90.5,91.0,89.9,88.9,87.6,85.6,84.8,84.9,85.0,86.85
Thursday,72.2,86.3,90.9,90.2,87.7,87.6,87.7,87.3,86.9,86.5,83.3,84.6,85.9333333333
Friday,76.4,86.0,88.2,89.2,89.0,87.5,87.6,85.8,87.2,87.7,86.2,85.1,86.325
Saturday,69.3,76.3,77.0,81.8,85.3,82.7,84.4,80.3,86.5,84.4,86.0,84.7,81.5583333333
Average Hourly,73.6166666667,82.8666666667,87.1166666667,88.2333333333,88.1166666667,86.9333333333,87.0833333333,85.35,86.4333333333,85.5666666667,84.0166666667,83.75,
