,mixture,mixture_dist,area,area_dist,dist,k_3,k_5,k_10
Moran I Over All Days and Times,0.26875069727,0.263596210007,0.0554737952447,0.0547766395145,-0.00300989378708,0.0345790075712,0.0204084560796,0.00908460772153
Significant One Sided P Value Percentage Average Over All Days And Times,98.6646666667,98.6646666667,92.682,92.4043333333,1.873,5.68016666667,4.65416666667,4.78066666667
Significant Two Sided P Value Percentage Average Over All Days And Times,98.6646666667,98.6646666667,92.4148333333,92.0091666667,1.59533333333,3.96883333333,2.11666666667,2.89666666667
