,8,9,10,11,12,13,14,15,16,17,Average Daily
Monday,72.2,78.4,84.9,86.3,89.0,87.2,85.3,85.2,82.2,80.8,83.15
Tuesday,70.8,79.8,86.4,86.5,87.8,87.9,86.1,84.5,82.3,83.9,83.6
Wednesday,70.5,79.4,83.7,88.7,88.6,86.7,85.0,84.3,82.8,84.5,83.42
Thursday,67.7,78.2,82.8,87.5,89.9,92.2,87.0,87.5,84.1,84.3,84.12
Friday,70.1,77.0,84.5,84.6,86.6,84.9,84.2,84.8,82.2,84.3,82.32
Saturday,56.9,57.7,69.2,70.1,72.7,71.8,72.7,71.9,71.8,72.3,68.71
Average Hourly,68.0333333333,75.0833333333,81.9166666667,83.95,85.7666666667,85.1166666667,83.3833333333,83.0333333333,80.9,81.6833333333,
